screen_name,created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
CSEmelec,2023-01-28T14:47:26Z,1.61935E+18,1.61935E+18,"🧭 90’ Gol de @ClubARacing

@CSEmelec 1️⃣ x 2️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡","🧭 90’ Gol de @ClubARacing

@CSEmelec 1️⃣ x 2️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.62E+18,1.61935E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,3,56,FALSE,NA,FALSE,NA,en,NA,NA,91,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T14:44:02Z,1.62E+18,1.61935E+18,"⏱️ 87’ 2T

¡GGGGGOOOOOOOOOOOOOOOOOOLLLLLLLLLLLLLLLLLLL ELÉCTRICO! ⚡️

Anota:
⚽️ Caín Fara

@CSEmelec 1️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡","⏱️ 87’ 2T

¡GGGGGOOOOOOOOOOOOOOOOOOLLLLLLLLLLLLLLLLLLL ELÉCTRICO! ⚡️

Anota:
⚽️ Caín Fara

@CSEmelec 1️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.62E+18,1.61934E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,5,63,FALSE,NA,FALSE,NA,es,NA,NA,155,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T14:39:58Z,1.62E+18,1.61934E+18,"85’ 2T

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/mdniJFdnVg","85’ 2T

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/mdniJFdnVg",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61934E+18,1.61934E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,2,46,FALSE,NA,FALSE,NA,und,FALSE,NA,72,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T14:29:53Z,1.61934E+18,1.61934E+18,"⏱️ 75’ 2T

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/hDdwEOI9Oh","⏱️ 75’ 2T

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/hDdwEOI9Oh",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61934E+18,1.61934E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,2,33,FALSE,NA,FALSE,NA,und,FALSE,NA,75,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T14:25:02Z,1.61934E+18,1.61934E+18,"🧭 70’ Cambio en el #Bombillo 🔁

⬆️ D. Vera
⬇️ S. Sosa

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡","🧭 70’ Cambio en el #Bombillo 🔁

⬆️ D. Vera
⬇️ S. Sosa

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61934E+18,1.61934E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,3,36,FALSE,NA,FALSE,NA,en,NA,NA,119,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T14:15:23Z,1.61934E+18,1.61934E+18,"🧭 60’ Cambios en el #Bombillo 🔁

⬆️ T. Chamba, B. Wittle
⬇️ J. Cevallos, B. Angulo

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡","🧭 60’ Cambios en el #Bombillo 🔁

⬆️ T. Chamba, B. Wittle
⬇️ J. Cevallos, B. Angulo

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61933E+18,1.61933E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,3,39,FALSE,NA,FALSE,NA,en,NA,NA,148,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T14:00:50Z,1.61933E+18,1.61933E+18,"▶️ Inicio del 2do. Tiempo

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/rWIPtsTPRC","▶️ Inicio del 2do. Tiempo

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/rWIPtsTPRC",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61933E+18,1.61933E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,4,26,FALSE,NA,FALSE,NA,en,FALSE,NA,91,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T13:49:46Z,1.61933E+18,1.61933E+18,"Final del 1er. Tiempo

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/7KLKLn3Uir","Final del 1er. Tiempo

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/7KLKLn3Uir",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61933E+18,1.61933E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,6,29,FALSE,NA,FALSE,NA,en,FALSE,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T13:40:20Z,1.61933E+18,1.61933E+18,"⏱️ 35’ 1T

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/kfyKemKmie","⏱️ 35’ 1T

@CSEmelec 0️⃣ x 1️⃣ @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/kfyKemKmie",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61933E+18,1.61933E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,3,27,FALSE,NA,FALSE,NA,und,FALSE,NA,75,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T13:28:48Z,1.61933E+18,1.61933E+18,"🧭 23’ Gol de @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡","🧭 23’ Gol de @ClubARacing

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61932E+18,1.61932E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,2,24,FALSE,NA,FALSE,NA,en,NA,NA,57,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-28T13:04:12Z,1.61932E+18,1.61932E+18,"@CSEmelec 🆚 @ClubARacing

▶️ Inicio del 1er. Tiempo

Alinean por #Emelec

P. Ortiz , R. Caicedo, A. Leguizamón, C. Fara, J. Rodríguez, D. Arroyo, J. Cevallos, J. Alberti, S. Sosa, D. García, B. Angulo. 

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/l16jBCifZg","@CSEmelec 🆚 @ClubARacing

▶️ Inicio del 1er. Tiempo

Alinean por #Emelec

P. Ortiz , R. Caicedo, A. Leguizamón, C. Fara, J. Rodríguez, D. Arroyo, J. Cevallos, J. Alberti, S. Sosa, D. García, B. Angulo. 

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/l16jBCifZg",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,15447575,15447575,CSEmelec,,,,NA,FALSE,43,318,FALSE,NA,FALSE,NA,es,FALSE,NA,234,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-27T18:00:19Z,1.62E+18,1.61903E+18,"📄 Por el pronóstico del tiempo se suspende el partido de hoy frente a @ClubARacing .

El partido se disputará mañana  8:00 am 🇪🇨 - 10:00 am 🇦🇷

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/XeHF5TEKiP","📄 Por el pronóstico del tiempo se suspende el partido de hoy frente a @ClubARacing .

El partido se disputará mañana  8:00 am 🇪🇨 - 10:00 am 🇦🇷

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/XeHF5TEKiP",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,72,282,FALSE,NA,FALSE,NA,es,FALSE,NA,174,NA,,1.61874E+18,1.61874E+18,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-27T15:57:32Z,1.619E+18,1.619E+18,"📹 Highlights del partido de hoy por la mañana frente a Club Atlético Racing de Córdoba 🔥

Victoria del #Bombillo  3⃣ ❌ 1⃣

¡Vamos la banda!💪🏼

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/qvCVtQck0J","📹 Highlights del partido de hoy por la mañana frente a Club Atlético Racing de Córdoba 🔥

Victoria del #Bombillo  3⃣ ❌ 1⃣

¡Vamos la banda!💪🏼

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/qvCVtQck0J",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,110,498,FALSE,NA,FALSE,NA,es,FALSE,NA,173,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-27T13:28:30Z,1.62E+18,1.61896E+18,"2do. Tiempo

Ingresaron al cambio 🔁

⬆️ T. Chamba, D. Vera, B. Wittle, C. Valencia
⬇️ J. Collahuazo, M. Caicedo, J. Cevallos, A. Cabeza

El marcador final fue 3️⃣ x 1️⃣ a favor.

Goles anotados por:
⚽️ E. Lastre
⚽️ J. J. Sánchez
⚽️ B. Wittle

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/HN3ssfJ7Pc","2do. Tiempo

Ingresaron al cambio 🔁

⬆️ T. Chamba, D. Vera, B. Wittle, C. Valencia
⬇️ J. Collahuazo, M. Caicedo, J. Cevallos, A. Cabeza

El marcador final fue 3️⃣ x 1️⃣ a favor.

Goles anotados por:
⚽️ E. Lastre
⚽️ J. J. Sánchez
⚽️ B. Wittle

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/HN3ssfJ7Pc",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61895E+18,1.61895E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,40,203,FALSE,NA,FALSE,NA,es,FALSE,NA,273,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-27T12:51:09Z,1.61895E+18,1.61895E+18,"El marcador al finalizar el primer tiempo es 1️⃣ x 1️⃣.

⚽️ El gol lo anotó E. Lastre.

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡","El marcador al finalizar el primer tiempo es 1️⃣ x 1️⃣.

⚽️ El gol lo anotó E. Lastre.

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.61895E+18,1.61895E+18,15447575,15447575,CSEmelec,,,,NA,FALSE,32,149,FALSE,NA,FALSE,NA,es,NA,NA,118,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-27T12:50:24Z,1.61895E+18,1.61895E+18,"Previo al partido de la noche se juega un encuentro 🆚 @ClubARacing a puertas cerradas 💪🏻

Alinean por #Emelec

J. Mina, E. Lastre, D. Bagüi, J. Collahuazo, B. Agrón, C. Villalba, J. Espinoza, J. Cevallos, M. Caicedo, J. Sánchez, A. Cabeza.

#PorEmelec #SiempreJuntos 🤜🏻🤛🏻⚡ https://t.co/tqyhhFtORk","Previo al partido de la noche se juega un encuentro 🆚 @ClubARacing a puertas cerradas 💪🏻

Alinean por #Emelec

J. Mina, E. Lastre, D. Bagüi, J. Collahuazo, B. Agrón, C. Villalba, J. Espinoza, J. Cevallos, M. Caicedo, J. Sánchez, A. Cabeza.

#PorEmelec #SiempreJuntos 🤜🏻🤛🏻⚡ https://t.co/tqyhhFtORk",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,72,355,FALSE,NA,FALSE,NA,es,FALSE,NA,272,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-26T22:43:51Z,1.61874E+18,1.61874E+18,"🔥 ¡Vamos por todo! ⚡

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/CM91jiPrc8","🔥 ¡Vamos por todo! ⚡

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/CM91jiPrc8",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,66,415,FALSE,NA,FALSE,NA,es,FALSE,NA,52,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-26T22:23:53Z,1.61874E+18,1.61874E+18,"¡Mañana!💪🏻

⚽ Pretemporada 2⃣0⃣2⃣3⃣
🆚 @ClubARacing
⏰ 7:00 PM 🇪🇨 - 9:00 PM 🇦🇷

Míralo en vivo desde nuestro canal de YouTube ➡ https://t.co/4s8DGBb7KX (Suscríbete y activa las notificaciones)

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/9WTAreeDyx","¡Mañana!💪🏻

⚽ Pretemporada 2⃣0⃣2⃣3⃣
🆚 @ClubARacing
⏰ 7:00 PM 🇪🇨 - 9:00 PM 🇦🇷

Míralo en vivo desde nuestro canal de YouTube ➡ https://t.co/4s8DGBb7KX (Suscríbete y activa las notificaciones)

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/9WTAreeDyx",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,113,497,FALSE,NA,FALSE,NA,es,FALSE,NA,222,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-26T17:37:57Z,1.61866E+18,1.61866E+18,"📹 Nuestros goles de los amistosos 🆚 @CLUBAMITRE 

¡Vamos la banda! 💪🏼

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/pFmdDv22XH","📹 Nuestros goles de los amistosos 🆚 @CLUBAMITRE 

¡Vamos la banda! 💪🏼

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/pFmdDv22XH",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,98,484,FALSE,NA,FALSE,NA,es,FALSE,NA,101,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-26T15:06:03Z,1.61863E+18,1.61863E+18,"👀 Un día en el entrenamiento de ❓

¿Quién es el jugador de nuestro video de hoy?

Te dejamos una pista 🤪

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/tbiVLGSnJR","👀 Un día en el entrenamiento de ❓

¿Quién es el jugador de nuestro video de hoy?

Te dejamos una pista 🤪

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/tbiVLGSnJR",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,60,433,FALSE,NA,FALSE,NA,es,FALSE,NA,136,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSEmelec,2023-01-26T14:07:06Z,1.62E+18,1.61861E+18,"⚔🛡 Jueves ✅

Primera jornada ✅✅

¡Vamos la banda! 💪🏼

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/nbJsxmLfto","⚔🛡 Jueves ✅

Primera jornada ✅✅

¡Vamos la banda! 💪🏼

#PorEmelec #SiempreJuntos🤜🏻🤛🏻⚡ https://t.co/nbJsxmLfto",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,59,338,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
